system:index,NDVI_mean,NTL_mean,NTL_sum,Precip_mean,date,month,year,.geo
0,0.4577249531321678,2.8510462184005694,19722.78864047698,188.32123034982482,2019-01-01,1,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.4951505886433089,3.019090884823567,20885.72739361862,130.87335599180676,2019-02-01,2,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.5271028733596403,3.3189444613211436,22962.813583213792,138.31600675265958,2019-03-01,3,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.534552980136595,3.5967314906584953,24885.841603183628,93.74207299488098,2019-04-01,4,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.5004429528973486,3.8441089082280144,26596.289065636298,18.54256225463224,2019-05-01,5,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.4927778011260093,3.967794917682999,27451.757077262366,28.04819769056881,2019-06-01,6,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.519954137251888,3.8373626955974722,26551.35957552876,9.536992548416698,2019-07-01,7,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.5176637718192076,3.7216509597496117,25749.358660315618,1.9713267032317552,2019-08-01,8,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.5037327488376626,3.8941012018071937,26947.25667143131,15.753594903011763,2019-09-01,9,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.4644262973669515,3.7544310376584975,25975.56853299277,50.07162563739713,2019-10-01,10,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.47840890433605937,3.926945807732717,27169.41385921654,53.50686703230627,2019-11-01,11,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.47412705137157035,3.604144278555648,24933.72452923235,236.8313755047648,2019-12-01,12,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.49211853893297075,3.3004276550336495,22834.765888282935,102.54420749381197,2020-01-01,1,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.5182327755528154,3.562440353622768,24647.253504472093,78.8068801349733,2020-02-01,2,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.5478547650786476,3.538950487108169,24487.55278286831,115.26641780242178,2020-03-01,3,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.5620370928527869,3.850814310335987,26646.713852337074,57.728244863616524,2020-04-01,4,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.5157677168144702,3.980971253843075,27543.16923144205,43.35011964843765,2020-05-01,5,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.5008166311093979,4.126653549697818,28550.843261445396,16.03440971198111,2020-06-01,6,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.5008198846165878,4.041916686518248,27969.175834100613,1.7990736256525384,2020-07-01,7,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.503872297958725,4.068349302856921,28148.8131006011,2.999917134463767,2020-08-01,8,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.47036545124008455,3.8594445358358715,26704.96484587968,12.445053497454197,2020-09-01,9,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.4426983797912181,4.023508234112682,27837.47008705091,21.45501238700242,2020-10-01,10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.4604364107812955,4.0841435635566805,28258.62175497893,88.94446728178843,2020-11-01,11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.48740874180187904,3.7292902936338863,25801.62869688141,66.46528481748763,2020-12-01,12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.49019297654280725,3.885434722800839,26886.568327827466,194.57521187789874,2021-01-01,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.5239169451527381,4.129115757752697,28568.412756463666,44.29075034853101,2021-02-01,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.5388366683971583,3.9058513579749805,27026.39295939846,89.5311796551626,2021-03-01,3,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.5371853636499581,4.120488791276094,28511.47173015155,46.015255998007675,2021-04-01,4,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.4884929157921243,4.496174353323341,31111.005140948408,15.936219885401252,2021-05-01,5,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.46912552204776364,4.686609493966695,32421.04553622357,8.15471721273698,2021-06-01,6,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.48637934483842643,4.469260285160944,30923.302655334395,0.9020725398971925,2021-07-01,7,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.491996939322534,4.421926393163616,30593.73069350778,4.070926877417612,2021-08-01,8,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.4802116088323588,4.346908569879132,30076.805889402498,31.16211681072747,2021-09-01,9,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.46585520010561854,4.494771559913705,31101.016572336077,23.13652566673734,2021-10-01,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.4415387308206768,4.277392015945003,29596.885670611842,48.396703202401355,2021-11-01,11,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.4487355142144389,4.254656902782089,29436.719740671993,119.28677486015569,2021-12-01,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.4675235616369108,4.340509644480223,30033.65434759066,158.54512976007416,2022-01-01,1,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.4587761011079785,4.017232006056579,27798.694097126383,84.39840734290912,2022-02-01,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.4869377899488194,4.184769613727656,28952.927569009706,136.2503468491667,2022-03-01,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.5269263693037217,4.735829672001832,32761.93108635774,32.60047678380476,2022-04-01,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.49771094213291567,4.896862666857609,33885.52151933437,45.197305693959855,2022-05-01,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.49350475959600565,4.826110433450338,33390.17368187201,27.214903091651724,2022-06-01,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.5084251860483089,4.811573143888852,33284.51951125124,0.5211161900347824,2022-07-01,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.5093614711018342,4.492056054103054,31082.226965324113,5.962678121882306,2022-08-01,8,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.4915120206921049,4.657746093523723,32225.575295769024,22.30731920587004,2022-09-01,9,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.43332520358747056,4.656493319553608,32223.755505426183,30.717309190832367,2022-10-01,10,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.44625138829274646,4.507738302678784,31189.218090285598,89.31075212737956,2022-11-01,11,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.48531851343177546,4.4305041380933,30653.841528744062,78.17578195467848,2022-12-01,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.520449201861867,4.518938220100082,31266.710758136003,79.19382846619288,2023-01-01,1,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.4857770293588117,3.921165315758633,27129.404912936472,75.61310642811351,2023-02-01,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.5530272860652931,4.6070678320961465,31876.68173585942,98.95068028059039,2023-03-01,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.5448931204231106,4.882250932834263,33778.551910810114,55.62744780993331,2023-04-01,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.4990532354172952,5.010232104503197,34669.66658095796,34.68727563133239,2023-05-01,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.4927754467384001,5.282286683482821,36547.89298482078,22.717447292609368,2023-06-01,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.46754802869318196,4.962143827960336,34331.61369159052,0.9269379539190958,2023-07-01,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.47392095686221036,4.733537852954877,32749.956187579228,7.924365929201114,2023-08-01,8,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.4773232179188467,5.044928575701381,34904.37701275559,14.149328890561097,2023-09-01,9,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.4892109834539223,5.119219558648533,35425.90273753466,58.70136102644981,2023-10-01,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.49346934263270803,5.073046576352297,35100.52862758335,73.62526345660758,2023-11-01,11,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.5253693654432905,4.5033305766989455,31156.16014399234,100.49504035485022,2023-12-01,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.5440742720468607,4.512338574036167,31222.852483639745,128.1310578358653,2024-01-01,1,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.5395163671861029,4.726459521677314,32700.68673316584,93.66705392021106,2024-02-01,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.5745615606166689,4.960119427877073,34320.93366056021,90.3771744710961,2024-03-01,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.5393404280229375,5.490797542692808,37991.04352328538,38.37802519479292,2024-04-01,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.5124914175702925,4.906772847014386,33949.73042153504,67.74743840152173,2024-05-01,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.4890789008522725,4.842502151479554,33507.09544572054,12.000583923405406,2024-06-01,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.5042540131750044,4.912970491288509,33982.03429414437,1.5329863933917247,2024-07-01,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0.5055292526793251,5.656783986137228,39122.40678199152,7.260869791570713,2024-08-01,8,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0.5116113462004798,5.692503743646553,39385.31722508586,36.40227316995416,2024-09-01,9,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.46226988690605564,5.580561248758477,38618.59995365842,26.274879468921863,2024-10-01,10,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.45291464327922876,5.574577373769456,38574.80748339571,97.71161971470273,2024-11-01,11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.45550581639642557,5.491054309842031,37990.98975382354,97.15604169065722,2024-12-01,12,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
